Year Foaled,Sire,Dam,Sex,Consignor,Price (€),Purchaser,Price (£),Price (gns)
2020.0,Lawman (FR),Influent (IRE),F,Minster Stud,,McKeever Bloodstock / C Hills,,26000.0
2020.0,Ardad (IRE),Insaaf (GB),F,Barton Stud,,Blandford Bloodstock,,40000.0
2020.0,Expert Eye (GB),Interchange (IRE),F,Clearwater Stud,,Avenue Bloodstock,,60000.0
2020.0,Sioux Nation (USA),Island Music (IRE),F,"Shanaville Stables, Ireland",,Lot Withdrawn,,
2020.0,Saxon Warrior (JPN),Isobel Archer (GB),C,The Castlebridge Consignment,,Vendor,,14000.0
2020.0,New Bay (GB),Ispanka (GB),F,The Castlebridge Consignment,,Lot Withdrawn,,
2020.0,Farhh (GB),It's My Time (GB),C,Genesis Green Stud,,Rabbah Bloodstock,,40000.0
2020.0,Churchill (IRE),Joquina (IRE),F,Genesis Green Stud,,Julia Feilden (P.S.),,1000.0
2020.0,Mondialiste (IRE),Just Jealous (IRE),C,Jamie Railton (Agent),,Select Racing Bloodstock / Ali Stronge,,8500.0
2020.0,Harry Angel (IRE),Karijini (GER),F,Barton Stud,,Andrew Oliver,,8000.0
2020.0,Make Believe (GB),Kartiste (IRE),C,"Ballylinch Stud, Ireland",,Lot Withdrawn,,
2020.0,Profitable (IRE),Khalice (GB),F,"Mountarmstrong Stud, Ireland",,Lot Withdrawn,,
2020.0,Bated Breath (GB),Kitba (GB),C,The National Stud Ltd.,,Ownaracehorse,,10000.0
2020.0,Saxon Warrior (JPN),Kittens (GB),F,"Baroda Stud, Ireland",,Marco Botti,,16000.0
2020.0,Cotai Glory (GB),Kocna (IRE),C,"Owenstown Stud, Ireland",,BBA Ireland,,33000.0
2020.0,Mehmas (IRE),Kualke (IRE),C,"Moyfinn Stud, Ireland",,Grove Stud,,35000.0
2020.0,Muhaarar (GB),La Napoule (GB),C,The National Stud Ltd.,,Opulence Thoroughbreds,,32000.0
2020.0,Pivotal (GB),La Petite Reine (GB),C,The Castlebridge Consignment,,Shanaville Stables,,17000.0
2020.0,Sea The Moon (GER),Lady Freyja (GB),C,Norris Bloodstock,,Megan Nicholls / Steph Hollinshead,,36000.0
2020.0,Golden Horn (GB),Lady Liberty (IRE),C,Whatton Manor Stud,,Gerry Hogan Bloodstock,,47000.0
2020.0,Decorated Knight (GB),Lady Rasha (GB),F,Voute Sales Ltd. (Agent),,Barry Preece,,6000.0
2020.0,Sea The Moon (GER),Lamentation (GB),C,Overbury Stud,,Norris / Huntingdon,,50000.0
2020.0,Karakontie (JPN),Leaf Blower (USA),C,"Ballyhimikin Stud, Ireland",,Lot Withdrawn,,
2020.0,Lightning Spear (GB),Life Is Golden (USA),C,Fernham Farm,,E A Brook,,46000.0
2020.0,Nathaniel (IRE),Light Fantastic (GB),C,New England Stud,,Gerry Hogan Bloodstock,,12000.0
2020.0,Dandy Man (IRE),Lily's Rainbow (IRE),C,"Loughtown Stud, Ireland",,Quirke Bloodstock / Les Eyre Racing,,35000.0
2020.0,Profitable (IRE),Lilyhammer (IRE),C,"Lynn Lodge Stud, Ireland",,Kildallan Farm,,16000.0
2020.0,Acclamation (GB),Lismore (USA),F,"Corduff Stud, Ireland",,Amanda Skiffington ,,43000.0
2020.0,Kessaar (IRE),Littlevix (IRE),C,"Tally-Ho Stud, Ireland",,Rodrigo Gonçalves,,15000.0
2020.0,Time Test (GB),Luna Mare (IRE),C,Culworth Grounds Farm,,Tally-Ho Stud,,65000.0
2020.0,Raven's Pass (USA),Macnas (USA),C,Hegarty Bloodstock,,Vendor,,15000.0
2020.0,Decorated Knight (GB),Maid To Master (IRE),F,New England Stud,,Rae Guest Racing,,14000.0
2020.0,Tamayuz (GB),Mawqed (IRE),F,Brook Stud,,James Ferguson Racing,,800.0
2020.0,Acclamation (GB),Medicean Queen (IRE),C,"Rathbarry Stud, Ireland (Agent)",,Lot Withdrawn,,
2020.0,Acclamation (GB),Mesaria (IRE),C,"Ballyhimikin Stud, Ireland",,Oliver Cole,,20000.0
2020.0,Night of Thunder (IRE),Mia San Triple (GB),C,The National Stud Ltd.,,Richard Hughes Racing,,20000.0
2020.0,Cityscape (GB),Milldale (GB),C,Whatton Manor Stud,,MP Tregoning,,5500.0
2020.0,Adaay (IRE),Mimram (GB),C,Culworth Grounds Farm,,Conrad Allen,,38000.0
2020.0,Nathaniel (IRE),Miss Chaussini (IRE),F,Langton Stud,,Tim Leslie / David Redvers,,52000.0
2020.0,Sioux Nation (USA),Mizayin (IRE),C,"Torard House Stud, Ireland",,Byron Rogers / Star Bloodstock,,45000.0
2020.0,Zoffany (IRE),Moderah (GB),F,Hillwood Stud,,Donovan Bloodstock,,25000.0
2020.0,Zoffany (IRE),Modern Love (IRE),C,"Ballyphilip Stud, Ireland",,Ivan Furtado,,12000.0
2020.0,Profitable (IRE),Modify (GB),C,Whatton Manor Stud,,MP Tregoning,,16000.0
2020.0,Dandy Man (IRE),Monaleen (IRE),F,"Farranamanagh House Stud, Ireland",,Joe Foley,,38000.0
2020.0,Dragon Pulse (IRE),Monteamiata (IRE),C,"Kildaragh Stud, Ireland (Agent)",,J Portman,,6000.0
2020.0,Lightning Spear (GB),Moonlight Rhapsody (IRE),C,The Castlebridge Consignment,,Marco Botti,,12000.0
2020.0,Ribchester (IRE),Mount McLeod (IRE),C,"Pier House Stud, Ireland",,Marco Bozzi Bloodstock,,28000.0
2020.0,Awtaad (IRE),My Henrietta (USA),C,"Lynn Lodge Stud, Ireland",,Peter & Ross Doyle Bloodstock,,28000.0
2020.0,Night of Thunder (IRE),Mystery Code (GB),F,Mr John Sillett,,Nick Bell,,35000.0
2020.0,Awtaad (IRE),Mystique (GB),C,Selwood Bloodstock,,Bethell Racing / Blandford Bloodstock,,30000.0
2020.0,Belardo (IRE),New Falcon (IRE),C,Bearstone Stud,,Michael Dods,,17000.0
2020.0,Cotai Glory (GB),Newlywed (IRE),C,"Tally-Ho Stud, Ireland",,Blandford Bloodstock,,50000.0
2020.0,Noble Mission (GB),Nisharora (IRE),C,"Corduff Stud, Ireland",,Vendor,,35000.0
2020.0,Dandy Man (IRE),No More Thrills (GB),F,"Ballyhane, Ireland",,Lot Withdrawn,,
2020.0,Footstepsinthesand (GB),Not My Way (IRE),C,Trickledown Stud,,Noel Quinlan,,15000.0
2020.0,Bated Breath (GB),Nota Bene (GER),C,Trickledown Stud,,Hardwood Stud,,7000.0
2020.0,New Bay (GB),Nour'spirit (IRE),C,"Yeomanstown Stud, Ireland",,Kilbride Equine,,36000.0
2020.0,Zoffany (IRE),Novalina (IRE),C,Hillwood Stud,,Janda Bloodstock,,7000.0
2020.0,Cracksman (GB),Nunavik (IRE),F,Barton Stud,,Oliver Cole & Paul Cole,,30000.0
2020.0,Dandy Man (IRE),Ocean Myth (GB),F,"Knockananig Stud, Ireland",,Owen Burrows,,77000.0
2020.0,Expert Eye (GB),On The Stage (GB),C,"Aughamore Stud, Ireland",,Keiran O'Neil / C S Tubes,,25000.0
2020.0,Le Havre (IRE),Onceuponastar (IRE),F,Plantation Stud,,Avenue Bloodstock,,42000.0
2020.0,Dandy Man (IRE),One For June (IRE),F,"Mountarmstrong Stud, Ireland",,Ontoawinner,,11000.0
2020.0,Muhaarar (GB),One Second (GB),C,"Egmont Stud, Ireland",,Tom Tate,,10000.0
2020.0,New Approach (IRE),Ouja (GB),F,Whatton Manor Stud,,Johnston Racing,,20000.0
2020.0,Profitable (IRE),Packed House (GB),C,"Ballyvolane Stud, Ireland",,Hamish Macauley / Georgia Cox,,24000.0
2020.0,Dandy Man (IRE),Parakopi (IRE),C,"Ballyhimikin Stud, Ireland",,McKeever Bloodstock / C Hills,,30000.0
2020.0,Kodiac (GB),Pashmina (IRE),C,Nicola Kent,,Peter & Ross Doyle Bloodstock,,30000.0
2020.0,Ribchester (IRE),Patterned (GB),C,Oakgrove Stud,,Jeremy Brummitt / Jason Kelly Blodstock,,35000.0
2020.0,Profitable (IRE),Perfectly Maid (GB),C,WH Bloodstock,,Vendor,,15000.0
2020.0,Washington DC (IRE),Phantom Spirit (GB),C,Houghton Bloodstock,,Lot Withdrawn,,
2020.0,Kitten's Joy (USA),Pick Pocket (USA),F,"Baroda Stud, Ireland",,Anna Calder,,25000.0
2020.0,Havana Gold (IRE),Pink Flames (IRE),C,Trickledown Stud,,Highfort Stud,,40000.0
2020.0,Massaat (IRE),Piranha (IRE),F,Susie Sands,,Opulence Thoroughbreds,,40000.0
2020.0,Gustav Klimt (IRE),Poetic Queen (IRE),C,Furnace Mill Stud,,SackvilleDonald,,18000.0
2020.0,Time Test (GB),Poly Pomona (GB),C,Brook Stud,,Shanaville Stables,,22000.0
2020.0,Pivotal (GB),Pompey Girl (GB),C,Whatton Manor Stud,,Lot Withdrawn,,
2020.0,Ardad (IRE),Poppy Seed (GB),F,Throckmorton Court Stud,,Adam West Training,,21000.0
2020.0,Pivotal (GB),Posterity (IRE),C,The Castlebridge Consignment,,Michael Dods,,45000.0
2020.0,Dandy Man (IRE),Pretty Pebble (IRE),C,"Pier House Stud, Ireland",,Dba Management (Holdings),,28000.0
2020.0,Cracksman (GB),Princess Cammie (IRE),C,Aston Mullins Stud,,Gerry Hogan Bloodstock / Longways Stables,,48000.0
2020.0,Washington DC (IRE),Princess Rock (GB),F,Houghton Bloodstock,,Ardglas Stables,,5000.0
2020.0,Farhh (GB),Processional (USA),C,Selwood Bloodstock,,Lot Withdrawn,,
2020.0,Kessaar (IRE),Puddles (FR),C,"Sherbourne Lodge, Ireland",,Con Marnane,,31000.0
2020.0,Aclaim (IRE),Pure Illusion (IRE),C,Trainers House Enterprises Ltd.,,Vendor,,40000.0
2020.0,Muhaarar (GB),Pure Line (GB),F,Newsells Park Stud Ltd.,,Lot Withdrawn,,
2020.0,Showcasing (GB),Puzzled Look (GB),C,Whitsbury Manor Stud,,Yeomanstown Stud,,50000.0
2020.0,Gustav Klimt (IRE),Queen Elsa (IRE),C,Barton Stud,,Hardwood Stud,,7000.0
2020.0,Decorated Knight (GB),Queen Sarra (GB),F,Voute Sales Ltd. (Agent),,J D Moore / Ed Dunlop,,35000.0
2020.0,Nathaniel (IRE),Queen's Dream (IRE),C,Clover Leaf Stud,,"A C Elliott, Agent",,26000.0
2020.0,Awtaad (IRE),Quenched (GB),F,"Herbertstown House Stud (Co. Kildare), Ireland",,Jamie Piggott / Nigel Tinkler,,45000.0
2020.0,Cityscape (GB),Quenelle (GB),C,New England Stud,,Andrew Oliver,,18000.0
2020.0,Cracksman (GB),Rainbow's Edge (GB),C,Mickley Stud Ltd.,,Lot Not Sold,,34000.0
2020.0,Mayson (GB),Rapid Recruit (IRE),C,"Grangemore Stud, Ireland",,Mark Grant Racing,,30000.0
2020.0,Ulysses (IRE),Regal Heiress (GB),C,Hegarty Bloodstock,,Stroud Coleman Bloodstock / Clancy Bloodstock,,150000.0
2020.0,Ulysses (IRE),Rhagori (GB),C,Newsells Park Stud Ltd.,,Marco Botti,,16000.0
2020.0,Harry Angel (IRE),Ring For Baileys (GB),F,Petches Farm,,James Tate Racing,,60000.0
2020.0,Havana Gold (IRE),Rio's Cliffs (GB),F,Trickledown Stud,,Durcan Bloodstock,,35000.0
2020.0,Belardo (IRE),Rio's Pearl (GB),F,"Mount Eaton Stud, Ireland",,Kevin Ross Bloodstock,,60000.0
2020.0,Raven's Pass (USA),Rivercat (GB),F,New England Stud,,J Portman,,1500.0
2020.0,Dandy Man (IRE),Rock Magic (IRE),C,"Ballyhane, Ireland",,Lot Withdrawn,,
2020.0,Washington DC (IRE),Romany Gypsy (GB),C,Bearstone Stud,,JS Bloodstock,,50000.0
2020.0,Muhaarar (GB),Rose Bonheur (GB),C,Norris Bloodstock,,Andrew Oliver,,24000.0
2020.0,Kodiac (GB),Royal Sister Two (IRE),F,The Castlebridge Consignment,,Robson Aguiar,,42000.0
2020.0,Muhaarar (GB),Royale Danehill (IRE),C,Hillwood Stud,,Highflyer / Ed Dunlop,,6000.0
2020.0,Camacho (GB),Rusookh (GB),C,"Tradewinds Stud, Ireland",,"A C Elliott, Agent",,28000.0
2020.0,Harry Angel (IRE),Sallabeh (GB),C,Houghton Bloodstock,,Vendor,,40000.0
2020.0,Zoustar (AUS),Sandy Cay (USA),F,Kirtlington Stud,,Oliver St Lawrence Bloodstock,,15000.0
2020.0,U S Navy Flag (USA),Sapore di Roma (IRE),F,The Castlebridge Consignment,,Interactive Bloodstock,,11000.0
2020.0,Cracksman (GB),Sayfoonisa (FR),F,"Ballylinch Stud, Ireland",,Argamia Bloodstock,,9000.0
2020.0,Bungle Inthejungle (GB),Scarlet Wings (GB),F,"Rathasker Stud, Ireland",,James Ferguson Racing,,15000.0
2020.0,Nathaniel (IRE),Scattered Stars (GB),C,Jamie Railton (Agent),,Dimitar Spasov,,1000.0
2020.0,Footstepsinthesand (GB),School Holidays (USA),C,"Mountarmstrong Stud, Ireland",,De Burgh Equine / Mark Todd Racing,,27000.0
2020.0,Cracksman (GB),Serendipitously (IRE),F,"Mountarmstrong Stud, Ireland",,Mrs & Mr Finch,,5000.0
2020.0,Dandy Man (IRE),Shamardyh (IRE),C,"Kildallan Farm, Ireland",,Simon Dow,,20000.0
2020.0,Acclamation (GB),She Believes (IRE),F,"Rathbarry Stud, Ireland (Agent)",,Sylvester Kirk Racing,,60000.0
2020.0,Havana Grey (GB),Shohrah (IRE),F,Llety Farms,,Karl & Kelly Burke,,17000.0
2020.0,Profitable (IRE),Showbird (GB),F,Bearstone Stud,,Rae Guest Racing,,20000.0
2020.0,Gleneagles (IRE),Silken Terms (GB),F,Voute Sales Ltd. (Agent),,Janda Bloodstock,,1000.0
2020.0,Cracksman (GB),Sitar (GB),F,Manor Farm Stud (Rutland),,Roger J Moore,,35000.0
2020.0,Ribchester (IRE),Snow Powder (IRE),F,West Moor Stud,,Global Equine Group,,20000.0
2020.0,Nathaniel (IRE),Social Media (GB),C,New England Stud,,D McCain Racing,,7000.0
2020.0,Time Test (GB),Soinlovewithyou (USA),C,Norris Bloodstock,,H Morrison,,45000.0
2020.0,New Approach (IRE),Some Site (IRE),F,"Herbertstown House Stud (Co. Kildare), Ireland",,David Easterby,,8000.0
2020.0,Bated Breath (GB),Soothing Anthem (IRE),F,"Tara Stud, Ireland",,Adam Potts,,28000.0
2020.0,Camacho (GB),Southern Belle (IRE),F,"Awbeg Stud, Ireland",,Opulence Thoroughbreds,,48000.0
2020.0,Golden Horn (GB),Souville (GB),C,Glebe Farm Stud,,Lot Withdrawn,,
2020.0,Harry Angel (IRE),Sparkle (GB),F,New England Stud,,Rob Nugent,,12000.0
2020.0,Time Test (GB),Speed Date (GB),C,"Ballinafad Stud, Ireland",,Charlie Fellowes Racing,,55000.0
2020.0,Muhaarar (GB),Spinacre (IRE),F,New England Stud,,Lot Withdrawn,,
2020.0,Belardo (IRE),Spirited Charm (GB),F,"Oghill House Stud, Ireland",,Henry Candy,,45000.0
2020.0,Kodiac (GB),Stage Name (GB),C,The Castlebridge Consignment,,John Marriott / Ivan Furtado,,30000.0
2020.0,Starspangledbanner (AUS),Star Fire (GB),F,"Sherbourne Lodge, Ireland",,Megan Nicholls / Alice Haynes Racing,,28000.0
2020.0,Lightning Spear (GB),Starlit Sky (GB),F,Jamie Railton (Agent),,David Simcock Racing,,30000.0
2020.0,Zoustar (AUS),Station House (IRE),F,New England Stud,,De Burgh Equine / Mark Todd Racing,,35000.0
2020.0,Havana Gold (IRE),Storybook (UAE),C,"Lodge Park Stud, Ireland",,Federico Barberini,,92000.0
2020.0,Gustav Klimt (IRE),Street Kitty (IRE),F,"Ballyvolane Stud, Ireland",,William Knight Racing,,35000.0
2020.0,Cotai Glory (GB),Stylish One (IRE),F,"Belmont Stud, Ireland",,William Jarvis,,20000.0
2020.0,Mastercraftsman (IRE),Subsequently (FR),F,Houghton Bloodstock,,D McCain Racing,,12000.0
2020.0,Sioux Nation (USA),Suite (IRE),C,Childwickbury Stud,,CH Thoroughbreds,,57000.0
2020.0,Time Test (GB),Summers Lease (GB),C,Lofts Hall Stud,,Michael Dods,,35000.0
2020.0,Aclaim (IRE),Sunflower (GB),C,Coln Valley Stud,,Lot Not Sold,,9000.0
2020.0,Mondialiste (IRE),Surava (GB),F,Jamie Railton (Agent),,Janda Bloodstock,,4500.0
2020.0,Camacho (GB),Sweet Secret (GB),C,Carmel Stud,,Vendor,,40000.0
2020.0,Gleneagles (IRE),Sweet Serendipity (GB),F,Maywood Stud,,Lot Withdrawn,,
2020.0,Profitable (IRE),Sweet Sienna (GB),C,"Tullerboy Farm, Ireland",,Church Farm & Horse Park Stud,,65000.0
2020.0,Tasleet (GB),Tan Tan (GB),C,Barton Stud,,Federico Barberini,,42000.0
2020.0,Camacho (GB),Tartiflette (GB),F,"Mount Coote Stud, Ireland",,Tim Easterby,,11000.0
2020.0,Muhaarar (GB),Terentia (GB),C,Barton Stud,,McKeever Bloodstock / C Hills,,32000.0
2020.0,Highland Reel (IRE),Three Decades (IRE),C,"Manister House Stud, Ireland",,Peter Hugh Skinner (Aragon Racing),,30000.0
2020.0,Dark Angel (IRE),Three Hearts (USA),C,"Baroda Stud, Ireland",,Lot Withdrawn,,
2020.0,Sioux Nation (USA),Timely Words (GB),F,Stringston Farm,,Paul & Oliver Cole,,16000.0
2020.0,Zoffany (IRE),Tingleo (GB),C,Oaks Farm Stables,,Nigel Tinkler Bloodstock /Jamie Piggott,,32000.0
2020.0,Dandy Man (IRE),Tipperary Boutique (IRE),F,"Ballyphilip Stud, Ireland",,DPA Bloodstock / Katie Scott,,12000.0
2020.0,Mastercraftsman (IRE),Tolzey (USA),C,"Midlands Farm, Ireland",,"Colm Sharkey, Agent",,23000.0
2020.0,Teofilo (IRE),Trapeze (GB),F,Heatherwold Stud,,Jeremy Brummitt,,22000.0
2020.0,Expert Eye (GB),Treat Gently (GB),C,"Rathbarry Stud, Ireland (Agent)",,Rob Nugent,,22000.0
2020.0,Zoffany (IRE),Tupelo Honey (IRE),C,"Church View Stables, Ireland",,D McCain Racing,,20000.0
2020.0,Dabirsim (FR),Twilight Mystery (GB),C,Whatton Manor Stud,,Deston Bloodstock,,36000.0
2020.0,Muhaarar (GB),Twilight Spirit (GB),C,Hegarty Bloodstock,,Amanda Perrett,,17000.0
2020.0,Iffraaj (GB),Twinkle Twinkle (GB),F,Oaks Farm Stables,,Rabbah Bloodstock,,23000.0
2020.0,Expert Eye (GB),Upstanding (GB),F,Plantation Stud,,Lot Withdrawn,,
2020.0,Awtaad (IRE),Venetian Beauty (USA),C,"Oghill House Stud, Ireland",,Johnston Racing,,30000.0
2020.0,Zoustar (AUS),Vision of Peace (IRE),F,"Cooneen Stud, Ireland",,Adam Potts,,48000.0
2020.0,Bungle Inthejungle (GB),Vital Body (FR),F,The Castlebridge Consignment,,Bobby O'Ryan / Richard Fahey,,21000.0
2020.0,Ulysses (IRE),Wanna (IRE),C,"Churchtown House Stud, Ireland",,"A C Elliott, Agent",,70000.0
2020.0,Mehmas (IRE),West of Saturn (USA),C,Parks Farm Stud,,JC Bloodstock,,45000.0
2020.0,Showcasing (GB),Whispering Bell (IRE),C,"Ballyhimikin Stud, Ireland",,Oliver St Lawrence Bloodstock,,45000.0
2020.0,El Kabeir (USA),Wings of The Rock (IRE),F,"Grangemore Stud, Ireland",,Michael Dods,,37000.0
2020.0,Saxon Warrior (JPN),Wishing Star (IRE),F,Drumroy Farm,,Durcan Bloodstock,,35000.0
2020.0,Zoustar (AUS),Wishsong (GB),C,"Sherbourne Lodge, Ireland",,Mark Grant,,12000.0
2020.0,Ribchester (IRE),Without Precedent (FR),F,"Sherbourne Lodge, Ireland",,Conrad Allen,,35000.0
2020.0,Sioux Nation (USA),Worthington (IRE),F,"Mountarmstrong Stud, Ireland",,Meah / Lloyd Bloodstock For DML Racing,,30000.0
2020.0,Sea The Moon (GER),Wylye (GB),F,WH Bloodstock,,SackvilleDonald,,45000.0
2020.0,Mastercraftsman (IRE),Zamira (IRE),C,"Rockview Stables, Ireland",,Kevin Ross Bloodstock,,25000.0
2020.0,Showcasing (GB),Zamoura (GB),C,Oakgrove Stud,,Opulence Thoroughbreds,,45000.0
2020.0,Oasis Dream (GB),Zamzama (IRE),F,Galloway Stud,,Santiago Elorza Cavengt,,60000.0
2020.0,Camacho (GB),Zulema (GB),C,"Sherbourne Lodge, Ireland",,BBA Ireland,,3000.0
2020.0,Sioux Nation (USA),Alice Rose (IRE),F,"Middlelane Farm, Ireland",,Mike Murphy / Ursa Major (P.S.),,20000.0
2020.0,Showcasing (GB),All About Time (GB),F,Whatton Manor Stud,,Shanaville Stables,,16000.0
2020.0,Churchill (IRE),Alphabetique (GB),F,"Ringfort Stud, Ireland",,Shane Breen,,3000.0
2020.0,Twilight Son (GB),Alsium (IRE),F,Silfield Bloodstock,,Roger J Moore,,25000.0
2020.0,Iffraaj (GB),Alwasmiya (GB),F,"Tara Stud, Ireland",,Lot Withdrawn,,
2020.0,Charm Spirit (IRE),Always Remembered (IRE),C,Deerfield Farm,,BBA Ireland,,11500.0
2020.0,Tasleet (GB),Amirah (IRE),C,Llety Farms,,5 K Club,,30000.0
2020.0,Ardad (IRE),Anbaa (IRE),C,Whatton Manor Stud,,Lot Withdrawn,,
2020.0,Territories (IRE),Angelic Note (IRE),F,Norris Bloodstock,,Ed Dunlop Racing,,38000.0
2020.0,Zoffany (IRE),Apache Storm (GB),F,Moyns Park Stud,,Jamie Railton Sales Agency,,50000.0
2020.0,Awtaad (IRE),Arabian Pearl (IRE),C,"Ringfort Stud, Ireland",,Ed Walker Racing,,32000.0
2020.0,Buratino (IRE),Archange (FR),C,"Kildaragh Stud, Ireland (Agent)",,Solario Racing,,25000.0
2020.0,Make Believe (GB),Art Story (IRE),C,"Manister House Stud, Ireland",,Raium Bloodstock,,12000.0
2020.0,Mastercraftsman (IRE),Aspasi (GB),C,Gillon Bloodstock,,Avenue Bloodstock / Joe Parr Racing,,10000.0
2020.0,Twilight Son (GB),Astrosecret (GB),C,The National Stud Ltd.,,Gourneen Stables,,12000.0
2020.0,Fast Company (IRE),Aurora Butterfly (IRE),F,"Rathasker Stud, Ireland",,Troy Steve Bloodstock,,30000.0
2020.0,Fast Company (IRE),Avenbury (GB),C,"Ballyvolane Stud, Ireland",,"A C Elliott, Agent",,55000.0
2020.0,Aclaim (IRE),Azhar (GB),C,West Moor Stud,,Michael Dods,,35000.0
2020.0,Havana Grey (GB),Azure Amour (IRE),C,Barton Stud,,Roger Teal,,16000.0
2020.0,Acclamation (GB),Back In The Frame (GB),F,The Premier Consignment,,BBA Ireland,,35000.0
2020.0,Camacho (GB),Bahamian Bird (GB),C,Oakshott Bloodstock,,Andrew Oliver,,13000.0
2020.0,Intello (GER),Banana Split (GB),C,Furnace Mill Stud,,Lot Withdrawn,,
2020.0,Time Test (GB),Bari (IRE),F,"Mount Coote Stud, Ireland",,Blandford Bloodstock,,72000.0
2020.0,Sioux Nation (USA),Because (IRE),C,The Castlebridge Consignment,,Blandford Bloodstock,,27000.0
2020.0,Washington DC (IRE),Bee Ina Bonnet (GB),C,Bearstone Stud,,HighView Racing,,16000.0
2020.0,Havana Grey (GB),Belatorio (IRE),C,"Kilmoney Cottage Stud, Ireland",,"A C Elliott, Agent",,65000.0
2020.0,Cracksman (GB),Bella Varenna (IRE),F,Barton Stud,,Lot Withdrawn,,
2020.0,Cracksman (GB),Belle Rose (SAF),C,Stringston Farm,,Flying Bolt Bloodstock,,20000.0
2020.0,Equiano (FR),Bendis (GER),F,Fernham Farm,,Tina Jackson,,13000.0
2020.0,El Kabeir (USA),Best New Show (IRE),C,"Grangemore Stud, Ireland",,Lot Withdrawn,,
2020.0,Ribchester (IRE),Bint Nayef (IRE),C,"Round Hill Stud, Ireland",,John Walsh Bloodstock,,8000.0
2020.0,Iffraaj (GB),Blue Geranium (IRE),C,Elkington Stud,,Heather Main Racing (P.S.),,10000.0
2020.0,New Approach (IRE),Blue Jean Baby (GB),F,"Loughtown Stud, Ireland",,R I M,,10000.0
2020.0,Fast Company (IRE),Blue Willow (GB),F,"Corduff Stud, Ireland",,Argamia Bloodstock,,32000.0
2020.0,Cable Bay (IRE),Bonnie Arlene (IRE),C,"Grove Stud, Ireland",,Creighton Schwartz Bloodstock,,15000.0
2020.0,Kodi Bear (IRE),Bridal Path (GB),F,"Cregg Stud, Ireland",,Joe Foley,,45000.0
2020.0,Fastnet Rock (AUS),Bright Approach (IRE),C,Genesis Green Stud,,Vendor,,50000.0
2020.0,Expert Eye (GB),Brynica (FR),C,"Corduff Stud, Ireland",,Blandford Bloodstock,,22000.0
2020.0,Gutaifan (IRE),Bucks Frizz (IRE),C,"Yeomanstown Stud, Ireland",,Grant Tuer,,5500.0
2020.0,Harry Angel (IRE),Bureau (IRE),C,"Round Hill Stud, Ireland",,Peter Nolan Bloodstock (P.S.),,8000.0
2020.0,Night of Thunder (IRE),Burlesque Star (IRE),F,Greenstone Stud,,Breeze Up 2022 Syndicates Racing / Kelly Equine,,30000.0
2020.0,Jungle Cat (IRE),Caldy Dancer (IRE),C,Barton Stud,,Blandford Bloodstock,,52000.0
2020.0,Hawkbill (USA),Callendula (GB),F,Houghton Bloodstock,,Vittorio E Emanuela Alfieri Tavoni,,10000.0
2020.0,Mount Nelson (GB),Capistrano Day (USA),C,"Lodge Park Stud, Ireland",,Richard Knight Bloodstock / Sean Quinn,,40000.0
2020.0,National Defense (GB),Caribbean Ace (IRE),C,"Rathbarry Stud, Ireland (Agent)",,Newland Farm,,48000.0
2020.0,Golden Horn (GB),Carlanda (FR),F,Houghton Bloodstock,,Tim Leslie/David Redvers,,30000.0
2020.0,Bobby's Kitten (USA),Cassique Lady (IRE),C,WH Bloodstock,,Ger O'Neill,,1500.0
